prov_ubi;cant_ubi;parr_ubi;area_ubi;clase;tipo;entidad;sector;dotmedic;dismedic;dotcirug;discirug;dotginob;disginob;dotped;disped;dotneon;disneon;dotcardi;discardi;dotneumo;disneumo;dotpsiqu;dispsiqu;dottraum;distraum;dotinfec;disinfec;dotofta;disofta;dotootorri;disootorri;doturolo;disurolo;dotgast;disgast;dotquem;disquem;dotneuro;disneuro;dotnefro;disnefro;dotonco;disonco;dothema;dishema;dototrse;disotrse;dotserin;disserin;camas_dnor;camas_disp;dotemerg;dotcinteadult;dotcintepediatri;dotcinteneonat;dotcintrm;dotcrecup;dototrapo;dia_estad;dias_cdis;totegres;falmen48;falmas48
17;1701;170106;1;2;1;1;1;60;52;60;56;40;34;17;17;21;22;0;0;21;11;0;0;42;42;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;243;42;7;0;6;0;12;8;66388;88709;13330;26;154
13;1301;130101;1;2;1;6;1;27;27;10;10;11;11;20;20;9;9;8;8;6;6;2;2;4;4;2;2;0;0;3;3;2;2;5;5;0;0;2;2;4;4;1;1;1;1;20;18;0;0;137;135;19;9;0;2;0;9;0;46590;47935;7124;4;75
16;1601;160150;1;2;1;1;1;16;16;18;18;34;34;16;16;8;8;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;104;22;7;0;0;0;0;0;26147;34889;6474;9;35
06;0601;060104;1;2;1;1;1;50;49;52;50;72;71;25;23;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;220;214;19;5;0;0;0;0;21;54435;77263;12614;34;153
06;0601;060101;1;2;1;6;1;29;29;25;25;17;17;7;7;9;9;4;4;0;0;4;4;13;13;0;0;1;1;3;3;6;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;122;14;5;0;2;3;10;0;36803;44530;9001;80;122
13;1308;130802;1;2;1;1;1;60;60;60;60;50;50;34;34;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;220;7;8;0;4;4;8;15;62854;86317;11914;28;129
23;2301;230107;1;2;1;6;1;33;33;21;21;29;29;20;20;12;12;0;0;0;0;0;0;6;6;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;127;22;6;0;0;0;0;0;35268;48545;8079;31;126
07;0701;070102;1;2;1;1;1;52;41;30;27;47;51;41;34;16;16;0;0;0;0;0;0;20;19;0;0;0;0;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;214;194;32;6;0;0;0;0;0;51971;70669;10532;19;161
23;2301;230102;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;21;21;31;31;6;5;2;0;0;0;0;4400;11315;1068;4;23
01;0101;010107;1;2;1;1;1;50;49;58;57;44;46;55;51;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;228;51;7;0;0;0;0;0;84312;93991;15699;103;397
07;0712;071201;1;4;1;1;1;0;0;0;0;38;38;0;0;20;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;53;3;2;0;0;0;0;0;15468;19345;4333;10;18
23;2301;230104;1;2;1;17;3;4;4;4;4;4;4;4;4;6;6;1;1;12;12;1;1;4;4;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;45;3;7;0;0;0;0;0;2088;17280;594;0;0
09;0901;090112;1;3;1;1;1;70;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;69;5;6;0;0;6;0;0;18739;25296;1808;44;221
09;0906;090601;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;3;0;0;0;0;2;0;69;3660;25;0;0
18;1801;180102;1;1;5;11;1;9;9;12;12;16;16;5;5;3;3;1;1;0;0;0;0;2;2;0;0;0;0;3;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;54;7;0;0;0;0;4;2;3679;19710;1499;0;1
11;1101;110104;1;8;2;15;3;0;0;19;19;0;0;6;6;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;52;0;0;10;10;0;0;96;89;2;0;0;0;0;5;0;17602;32381;3693;8;102
08;0804;080455;2;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;14;14;2;0;0;0;0;2;0;57;5110;56;0;0
06;0601;060103;1;5;1;1;1;22;22;5;5;0;0;0;0;3;3;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;36;5;0;0;0;0;0;0;5083;12158;1188;1;2
06;0601;060101;1;1;5;18;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;8;8;2;1;0;0;0;2;0;1353;2920;868;0;6
01;0101;010107;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;16;16;3;2;0;4;1;2;0;2514;5840;1515;5;4
01;0101;010112;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;60;60;60;9;7;4;15;0;8;0;15298;21900;5067;27;64
09;0901;090109;1;6;2;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;147;0;0;0;0;0;0;0;39224;54882;931;0;0
17;1702;170202;1;1;5;17;3;0;0;2;2;7;7;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;14;14;0;0;0;0;0;0;0;616;5110;212;0;0
09;0928;092850;1;32;1;11;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;28;3294;21;0;0
23;2301;230107;1;2;1;18;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;46;46;51;51;6;6;0;1;6;0;2;23523;18646;2584;18;139
10;1001;100104;1;12;3;18;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;31;31;0;2;0;0;1;0;0;2050;11315;1229;1;0
17;1701;170123;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;28;28;2;6;1;4;3;0;6;7483;10220;3590;0;1
09;0901;090112;1;11;1;18;2;5;5;4;4;6;6;10;10;30;30;2;2;11;11;3;3;11;11;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;86;10;11;4;11;3;0;0;20713;30468;7063;30;71
09;0910;091050;1;32;1;18;2;2;2;3;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;489;4392;285;0;1
13;1308;130802;1;11;1;18;2;0;0;0;0;0;0;0;0;0;0;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;21;0;0;0;0;0;0;1;6078;17520;901;16;67
09;0904;090450;1;32;1;18;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;9;9;0;0;0;0;0;0;0;113;3285;111;0;0
13;1301;130102;1;8;2;15;3;0;0;35;35;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;66;0;0;116;115;13;7;0;17;0;0;0;36334;42084;5815;21;192
09;0901;090112;1;8;2;15;3;32;30;40;36;0;0;26;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;32;0;0;132;126;11;6;2;0;0;0;0;25958;33633;5134;35;138
17;1701;170129;1;8;2;15;3;0;0;51;51;0;0;46;42;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;0;0;12;12;0;0;153;149;0;10;0;0;0;0;8;28660;54228;6376;52;92
13;1314;131401;1;1;5;18;2;7;7;3;3;0;0;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;2;0;0;0;0;1;0;92;4393;82;0;0
23;2301;230106;1;32;1;18;2;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;11;11;1;0;0;0;0;1;0;181;4015;128;0;0
18;1801;180156;2;8;2;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;56;0;0;56;56;0;4;0;0;0;0;0;6895;20440;1616;8;20
09;0901;090101;1;4;1;17;3;2;2;4;4;21;21;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;34;0;0;0;0;0;0;2;4316;13018;1334;0;0
09;0914;091452;2;32;1;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;0;0;0;0;0;0;0;39;2569;39;0;0
14;1401;140150;1;1;5;6;1;5;5;4;4;4;4;5;5;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;22;5;0;0;0;0;3;0;2273;8030;585;1;6
17;1701;170151;2;11;1;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;85;0;0;171;171;0;0;0;0;0;0;0;34750;62415;326;1;30
11;1101;110103;1;4;1;11;1;0;0;0;0;12;12;13;13;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;0;0;0;0;0;0;0;586;10585;337;0;0
09;0901;090102;1;1;5;18;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;16;0;0;0;0;0;0;0;941;5596;833;1;1
17;1701;170127;1;12;3;17;3;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;0;0;0;0;0;0;669;4015;425;0;1
09;0901;090112;1;32;1;18;2;0;3;0;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;124;3076;116;0;0
17;1701;170121;1;12;3;18;2;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;10;10;0;0;0;0;0;0;0;55;3650;55;0;0
12;1201;120102;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;14;14;1;0;0;0;0;2;0;70;5110;70;0;0
17;1701;170131;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;0;0;0;0;0;812;2928;414;1;7
18;1801;180101;1;1;5;17;3;36;36;31;31;36;36;26;26;15;15;4;4;0;0;1;1;26;26;0;0;1;1;3;3;12;12;2;2;0;0;8;8;8;8;0;0;0;0;4;4;0;0;213;213;0;0;0;0;0;0;0;1921;77745;772;1;3
04;0401;040101;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;1;0;0;0;0;0;0;433;2555;324;1;0
07;0701;070104;1;2;1;18;2;5;5;4;4;8;8;5;5;12;12;2;2;2;2;0;0;4;4;3;3;0;0;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;2;8;0;0;0;0;0;9349;18250;1513;5;37
09;0901;090108;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;13;13;0;0;0;0;0;0;0;213;4745;177;0;1
09;0901;090106;1;1;5;18;2;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;1;0;0;0;0;0;0;2;1368;2;0;0
09;0901;090102;1;4;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;20;40;20;2;1;0;0;1;0;0;415;7920;221;0;0
23;2301;230107;1;2;1;18;2;6;6;6;6;6;6;4;4;2;2;0;0;0;0;0;0;4;4;0;2;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;33;4;2;2;2;1;2;1;981;11142;393;1;3
09;0910;091050;1;12;3;18;2;0;0;0;0;1;1;1;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;11;0;0;0;0;0;0;0;153;2754;74;0;0
17;1701;170127;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;0;0;0;4;0;2129;2920;1449;1;0
01;0101;010101;1;12;3;18;2;8;8;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;2130;4380;1261;4;7
09;0901;090105;1;32;1;18;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;8;8;0;0;0;0;0;0;0;223;2920;221;4;0
09;0910;091050;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;15;15;0;0;0;0;0;0;0;592;1702;294;0;0
01;0101;010103;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;4;0;0;0;0;2;3;1462;4380;736;0;5
03;0301;030102;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;2;0;0;0;0;1;0;2333;4380;1356;4;1
17;1701;170103;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;34;40;40;3;10;0;0;6;2;4;7770;14720;695;15;60
09;0901;090104;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;0;0;0;0;0;0;42;4699;37;0;0
17;1701;170124;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;30;30;0;0;0;0;0;0;0;8906;10950;1424;14;68
24;2401;240102;1;1;5;17;3;8;8;7;7;8;8;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;0;0;0;0;0;0;0;776;13313;572;0;2
09;0916;091650;1;1;5;18;2;6;7;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;470;3432;234;0;0
09;0901;090105;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;11;11;0;0;0;0;0;0;0;1935;5054;1882;3;0
10;1002;100202;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;0;0;0;0;0;0;0;199;2555;110;0;0
15;1501;150150;1;12;3;18;2;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;8;8;0;0;0;0;0;2;0;62;2920;44;3;0
17;1701;170114;1;12;3;18;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;9;9;2;0;0;0;0;0;0;881;3294;492;0;0
09;0907;090702;1;12;3;18;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;69;1587;66;1;0
09;0904;090450;1;11;1;18;2;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;14;14;0;0;0;0;0;0;0;237;5110;105;0;0
13;1322;132250;1;1;5;18;2;3;4;4;4;2;2;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;14;2;0;0;0;2;2;1;375;5558;172;0;0
14;1401;140150;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;3;0;0;0;1;1;0;445;2920;286;0;1
17;1701;170121;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;9;0;0;0;0;0;2;0;801;3132;367;0;1
17;1701;170112;1;12;3;18;2;0;0;0;0;25;25;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;34;0;0;0;0;0;0;0;3398;12410;1849;0;1
13;1303;130301;1;32;1;18;2;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;67;1820;66;0;0
09;0906;090650;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;15;15;0;0;0;0;0;0;0;441;3750;376;0;0
09;0901;090111;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;3;0;0;0;0;0;0;224;2562;141;0;0
17;1705;170550;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;16;16;0;0;0;0;0;0;0;3677;5840;1771;5;8
17;1701;170115;1;12;3;18;2;0;0;0;0;8;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;105;4380;75;0;0
08;0804;080450;1;12;3;18;2;3;3;2;2;3;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;2;0;0;0;0;2;0;134;3650;125;0;0
09;0901;090103;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;17;17;0;0;0;0;0;0;0;888;6205;510;4;4
01;0101;010105;1;1;5;18;2;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;1;0;0;0;0;1;0;1066;4015;561;2;3
09;0901;090102;1;32;1;18;2;3;3;3;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;0;0;0;0;0;0;1047;3730;1041;2;0
09;0901;090104;1;32;1;18;2;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;332;1820;330;0;0
09;0901;090114;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;0;0;0;0;0;490;3650;236;0;0
09;0910;091050;1;32;1;18;2;8;8;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;13;13;2;0;0;0;0;0;0;279;4634;271;0;0
13;1301;130102;1;1;5;18;2;4;4;2;2;2;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;2;0;0;0;0;2;0;652;3562;650;0;0
09;0901;090112;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;324;3670;151;1;0
07;0707;070701;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;296;1825;222;1;0
03;0301;030102;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;11;11;2;0;0;0;2;2;0;1709;4015;939;4;11
17;1701;170127;1;12;3;18;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;19;19;4;2;1;1;1;3;3;2634;6935;966;0;0
17;1701;170112;1;12;3;18;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;12;12;1;0;0;0;0;1;0;1088;4380;637;1;0
07;0701;070102;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;13;13;2;0;0;0;1;0;0;777;4745;378;1;2
07;0701;070101;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;0;0;0;0;2;490;2190;396;0;0
09;0901;090112;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;0;0;0;0;0;34;3680;11;0;1
17;1701;170115;1;12;3;18;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;9;9;0;0;0;0;0;0;0;539;3285;245;1;2
17;1701;170103;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23;23;23;0;0;0;0;0;1;0;2376;8395;160;4;31
09;0910;091050;1;32;1;18;2;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;599;5157;598;0;0
13;1308;130850;1;2;1;18;2;5;5;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12;0;5;0;0;0;0;0;3777;1189;465;4;17
09;0901;090107;1;32;1;18;2;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;11;11;0;0;0;0;0;0;0;91;2345;63;0;0
